City ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description,Date
260,Port Macquarie,-31.4333,152.9167,64.89,94,90,10.36,AU,light rain,2021-10-10 23:11:32
261,Mocuba,-16.8392,36.9856,71.96,87,21,6.4,MZ,few clouds,2021-10-10 23:20:46
262,Coihaique,-45.5752,-72.0662,51.75,62,75,3.44,CL,light rain,2021-10-10 23:15:02
263,Mankapur,27.0333,82.2333,72.36,70,2,2.26,IN,clear sky,2021-10-10 23:20:46
264,Diffa,13.3154,12.6113,87.55,15,87,7.14,NE,overcast clouds,2021-10-10 23:20:46
265,Lebu,-37.6167,-73.65,51.64,86,9,12.8,CL,clear sky,2021-10-10 23:10:51
266,Maarianhamina,60.0973,19.9348,51.66,71,0,12.66,AX,clear sky,2021-10-10 23:15:22
267,Kalabo,-14.97,22.6814,78.76,20,68,5.84,ZM,broken clouds,2021-10-10 23:20:47
268,Kodiak,57.79,-152.4072,44.8,59,100,8.16,US,overcast clouds,2021-10-10 23:09:20
269,Thunder Bay,48.4001,-89.3168,63.99,99,90,10.36,CA,mist,2021-10-10 23:20:47
270,Phuket,8.0,98.25,84.09,83,75,9.22,TH,broken clouds,2021-10-10 23:17:05
271,Roebourne,-20.7833,117.1333,76.06,32,10,17.94,AU,clear sky,2021-10-10 23:16:31
272,Kaitangata,-46.2817,169.8464,54.09,73,100,4.61,NZ,light rain,2021-10-10 23:14:16
273,Sterling,39.0062,-77.4286,69.98,90,90,9.22,US,overcast clouds,2021-10-10 23:16:55
274,Sitka,57.0531,-135.33,49.89,76,40,5.75,US,light rain,2021-10-10 23:15:32
275,Havelock,34.8791,-76.9013,73.92,87,58,5.01,US,broken clouds,2021-10-10 23:20:42
276,Asyut,27.181,31.1837,82.94,23,43,6.11,EG,scattered clouds,2021-10-10 23:20:48
277,Marawi,7.9986,124.2928,72.64,86,91,8.16,PH,overcast clouds,2021-10-10 23:14:31
278,Puri,19.8,85.85,79.32,80,51,8.25,IN,broken clouds,2021-10-10 23:16:21
279,Katsuura,35.1333,140.3,80.11,71,58,14.36,JP,broken clouds,2021-10-10 23:16:05
280,Pevek,69.7008,170.3133,23.43,91,100,6.2,RU,overcast clouds,2021-10-10 23:14:08
281,Parabel,58.6978,81.4825,25.84,72,2,5.55,RU,clear sky,2021-10-10 23:20:48
282,Pangnirtung,66.1451,-65.7125,26.6,100,75,5.75,CA,fog,2021-10-10 23:14:24
283,Catuday,16.2923,119.8062,81.75,79,100,22.64,PH,overcast clouds,2021-10-10 23:13:54
284,Ptuj,46.4201,15.8702,46.33,87,90,13.8,SI,light rain,2021-10-10 23:20:49
285,Los Altos Hills,37.3797,-122.1375,82.54,37,1,4.0,US,clear sky,2021-10-10 23:20:49
286,Redcar,54.6166,-1.06,51.08,77,70,5.01,GB,broken clouds,2021-10-10 23:20:50
287,Pochutla,15.7432,-96.4661,85.82,71,57,7.34,MX,broken clouds,2021-10-10 23:20:50
288,Muyezerskiy,63.9333,31.65,49.12,93,100,12.75,RU,overcast clouds,2021-10-10 23:20:50
289,Alyangula,-13.8483,136.4192,82.65,68,96,9.06,AU,overcast clouds,2021-10-10 23:20:51
290,Soledade,-28.8183,-52.5103,58.19,89,96,7.2,BR,overcast clouds,2021-10-10 23:20:51
291,Saryozek,44.3583,77.9753,36.61,98,100,4.9,KZ,overcast clouds,2021-10-10 23:20:51
292,Solnechnyy,50.7214,136.6319,40.33,85,100,10.47,RU,overcast clouds,2021-10-10 23:20:52
293,Barber,12.2833,-69.0667,82.38,83,20,11.5,CW,few clouds,2021-10-10 23:20:52
294,Storforshei,66.4043,14.5233,44.65,97,100,2.57,NO,overcast clouds,2021-10-10 23:20:52
295,Masterton,-40.9597,175.6575,58.96,56,71,9.17,NZ,broken clouds,2021-10-10 23:20:53
296,Fortuna,40.5982,-124.1573,65.19,66,71,5.01,US,broken clouds,2021-10-10 23:14:53
297,Yashalta,46.3395,42.2762,48.4,60,10,12.44,RU,clear sky,2021-10-10 23:20:53
298,Uglegorsk,49.0833,142.0333,48.16,73,87,27.45,RU,light rain,2021-10-10 23:20:53
299,Chilliwack,49.1747,-121.9443,59.18,83,54,5.75,CA,broken clouds,2021-10-10 23:20:54
300,Acqui Terme,44.6751,8.4675,57.83,76,0,3.0,IT,clear sky,2021-10-10 23:20:54
301,Disna,55.568,28.1971,36.39,85,12,6.6,BY,few clouds,2021-10-10 23:14:20
302,Makakilo City,21.3469,-158.0858,82.72,57,90,10.36,US,overcast clouds,2021-10-10 23:12:14
303,Ust-Tsilma,65.441,52.1498,34.09,98,100,4.14,RU,light rain,2021-10-10 23:16:57
304,Aloleng,16.1307,119.7824,82.94,80,100,20.27,PH,overcast clouds,2021-10-10 23:20:55
305,Nanortalik,60.1432,-45.2371,36.5,64,4,2.3,GL,clear sky,2021-10-10 23:13:56
306,Aurangabad,19.8833,75.3333,73.09,72,21,1.74,IN,few clouds,2021-10-10 23:19:30
307,Beringovskiy,63.05,179.3167,28.81,88,99,12.21,RU,overcast clouds,2021-10-10 23:20:55
308,Sringeri,13.4167,75.25,68.9,98,65,1.52,IN,broken clouds,2021-10-10 23:20:55
309,Baykit,61.67,96.37,20.95,84,53,5.97,RU,broken clouds,2021-10-10 23:13:50
310,Ust-Karsk,52.7011,118.8077,33.15,85,4,3.96,RU,clear sky,2021-10-10 23:20:56
311,Atar,20.5169,-13.0499,85.91,19,1,4.68,MR,clear sky,2021-10-10 23:14:09
312,Inverell,-29.7833,151.1167,65.66,92,100,3.98,AU,light rain,2021-10-10 23:20:56
313,Camargo,27.6667,-105.1667,90.93,15,0,16.26,MX,clear sky,2021-10-10 23:20:56
314,Wattegama,6.7989,81.4808,76.48,78,100,6.96,LK,overcast clouds,2021-10-10 23:20:57
315,Bani,18.2833,-70.3333,83.86,71,10,7.74,DO,clear sky,2021-10-10 23:20:57
316,Half Moon Bay,37.4636,-122.4286,83.25,60,1,1.99,US,clear sky,2021-10-10 23:16:15
317,Korla,41.7597,86.1469,46.22,43,54,1.59,CN,broken clouds,2021-10-10 23:16:01
318,Wangqing,43.3218,129.7634,45.59,66,0,2.01,CN,clear sky,2021-10-10 23:20:58
319,Mandera,3.9366,41.867,81.54,59,100,17.05,KE,overcast clouds,2021-10-10 23:20:58
320,Harnosand,62.6323,17.9379,50.02,81,100,8.86,SE,overcast clouds,2021-10-10 23:20:58
321,Prigorodnoye,43.253,45.7581,46.35,100,40,2.24,RU,scattered clouds,2021-10-10 23:20:59
322,Tselinnoye,53.0833,85.6667,44.37,77,100,10.51,RU,overcast clouds,2021-10-10 23:20:59
323,Mehamn,71.0357,27.8492,44.73,87,100,6.33,NO,overcast clouds,2021-10-10 23:20:59
324,Zhigansk,66.7697,123.3711,33.73,99,100,12.91,RU,light rain,2021-10-10 23:21:00
325,Vichy,46.25,3.5833,44.69,93,2,0.94,FR,clear sky,2021-10-10 23:21:00
326,Susehri,40.1644,38.0867,56.5,60,0,1.01,TR,clear sky,2021-10-10 23:21:00
327,Rocha,-34.4833,-54.3333,58.77,79,100,11.79,UY,overcast clouds,2021-10-10 23:15:44
328,Luanda,-8.8368,13.2343,75.2,78,75,3.44,AO,broken clouds,2021-10-10 23:19:28
329,Yar-Sale,66.8333,70.8333,26.98,82,48,7.78,RU,scattered clouds,2021-10-10 23:21:01
330,Lianzhou,24.7811,112.3825,61.66,87,100,8.41,CN,overcast clouds,2021-10-10 23:21:01
331,Russell,32.3502,-85.1999,80.2,85,1,0.0,US,clear sky,2021-10-10 23:21:02
332,Yeniseysk,58.4497,92.1703,26.38,93,52,5.19,RU,broken clouds,2021-10-10 23:21:02
333,Dongsheng,39.8161,109.9776,36.36,43,0,6.82,CN,clear sky,2021-10-10 23:21:03
334,Numata,36.6333,139.05,75.49,68,27,0.49,JP,scattered clouds,2021-10-10 23:21:03
335,Kiomboi,-4.2667,34.3667,68.04,52,73,7.45,TZ,broken clouds,2021-10-10 23:21:03
336,Lethem,3.3803,-59.7968,83.61,65,89,3.47,GY,overcast clouds,2021-10-10 23:21:04
337,Songea,-10.6833,35.65,66.29,49,100,5.68,TZ,overcast clouds,2021-10-10 23:21:04
338,Bellavista,-7.0561,-76.5911,76.28,75,49,2.75,PE,scattered clouds,2021-10-10 23:21:04
339,Sakakah,29.9697,40.2064,78.37,18,2,7.2,SA,clear sky,2021-10-10 23:21:05
340,San Luis,-33.295,-66.3356,58.91,67,50,6.6,AR,scattered clouds,2021-10-10 23:21:05
341,Ushtobe,45.2514,77.9838,44.37,70,100,18.07,KZ,overcast clouds,2021-10-10 23:16:32
342,Boke,10.9409,-14.2967,76.32,94,99,1.7,GN,overcast clouds,2021-10-10 23:21:05
343,Grass Valley,39.2191,-121.0611,73.56,33,1,1.99,US,clear sky,2021-10-10 23:21:06
344,Esperance,-33.8667,121.9,61.02,41,100,21.32,AU,overcast clouds,2021-10-10 23:12:55
345,Sarangani,5.4033,125.4636,83.3,78,100,16.96,PH,overcast clouds,2021-10-10 23:21:06
346,Portland,45.5234,-122.6762,61.52,62,40,1.01,US,scattered clouds,2021-10-10 23:12:09
347,Tiksi,71.6872,128.8694,28.83,97,100,7.83,RU,light snow,2021-10-10 23:15:35
348,Polyarnyy,69.1989,33.4478,43.27,91,100,1.81,RU,overcast clouds,2021-10-10 23:21:06
349,Alta Floresta,-9.8756,-56.0861,80.22,62,91,0.85,BR,overcast clouds,2021-10-10 23:14:45
350,Bastia,42.6667,9.3333,60.3,67,0,8.01,FR,clear sky,2021-10-10 23:21:07
351,Kumluca,36.3703,30.2869,75.04,43,0,4.21,TR,clear sky,2021-10-10 23:21:07
352,Belmonte,-15.8631,-38.8828,73.9,91,78,7.92,BR,broken clouds,2021-10-10 23:21:07
353,Ferkessedougou,9.6,-5.2,74.08,93,99,3.4,CI,light rain,2021-10-10 23:21:08
354,Ancud,-41.8697,-73.8203,53.42,85,100,7.38,CL,overcast clouds,2021-10-10 23:13:49
355,Memari,23.2,88.1167,84.06,79,14,5.99,IN,few clouds,2021-10-10 23:21:08
356,Tomatlan,19.9333,-105.25,83.66,84,100,3.44,MX,overcast clouds,2021-10-10 23:16:03
357,Enshi,30.3,109.4833,60.4,94,100,2.13,CN,overcast clouds,2021-10-10 23:21:09
358,Erzurum,40.0,41.5,35.28,44,0,1.1,TR,clear sky,2021-10-10 23:21:09
359,Oban,56.4127,-5.4706,50.86,78,99,7.63,GB,overcast clouds,2021-10-10 23:21:09
360,La Rioja,42.25,-2.5,47.48,94,100,3.74,ES,overcast clouds,2021-10-10 23:21:10
361,Tumut,-35.3,148.2167,50.99,81,97,2.66,AU,overcast clouds,2021-10-10 23:21:10
362,Hella,67.2,14.4333,46.89,93,75,3.44,NO,broken clouds,2021-10-10 23:15:41
363,San Cristobal,7.7669,-72.225,68.94,98,91,1.34,VE,overcast clouds,2021-10-10 23:15:19
364,Krasnaya Polyana,56.242,51.1442,45.81,86,100,5.88,RU,overcast clouds,2021-10-10 23:21:10
365,Tres Pontas,-21.3667,-45.5125,62.64,97,100,9.4,BR,heavy intensity rain,2021-10-10 23:21:11
366,Cacheu,12.2706,-16.1658,82.49,87,45,3.94,GW,scattered clouds,2021-10-10 23:21:11
367,Talnakh,69.4865,88.3972,23.49,96,96,6.8,RU,snow,2021-10-10 23:14:59
368,Vao,-22.6667,167.4833,70.29,63,5,13.53,NC,clear sky,2021-10-10 23:14:26
369,Port-Gentil,-0.7193,8.7815,76.96,88,40,5.75,GA,scattered clouds,2021-10-10 23:21:12
370,Hauterive,46.0901,3.4459,45.36,91,1,1.01,FR,clear sky,2021-10-10 23:21:12
371,Vila Velha,-20.3297,-40.2925,67.95,94,90,3.44,BR,moderate rain,2021-10-10 23:15:06
372,Mangrol,21.1167,70.1167,81.91,76,37,2.04,IN,scattered clouds,2021-10-10 23:21:12
373,Bucyrus,40.8084,-82.9755,76.23,71,33,8.68,US,scattered clouds,2021-10-10 23:21:13
374,Cuamba,-14.8031,36.5372,71.76,73,46,9.13,MZ,scattered clouds,2021-10-10 23:14:32
375,Konstantinovskiy,57.8301,39.5899,46.11,81,19,6.35,RU,few clouds,2021-10-10 23:21:13
376,Ilulissat,69.2167,-51.1,30.22,93,75,1.14,GL,broken clouds,2021-10-10 23:14:22
377,Kruisfontein,-34.0033,24.7314,51.73,77,30,6.13,ZA,scattered clouds,2021-10-10 23:14:19
378,Vicuna,-30.0319,-70.7081,70.77,32,1,1.63,CL,clear sky,2021-10-10 23:21:14
379,Namatanai,-3.6667,152.4333,83.71,71,27,3.49,PG,light rain,2021-10-10 23:16:38
380,Asau,46.4333,26.4,39.76,47,45,2.13,RO,light snow,2021-10-10 23:15:34
381,Riosucio,5.4216,-75.7032,61.23,98,97,1.86,CO,overcast clouds,2021-10-10 23:20:04
382,Orlik,52.5178,99.825,27.21,71,51,3.38,RU,broken clouds,2021-10-10 23:21:14
383,Palu,-0.8917,119.8707,77.38,89,100,3.11,ID,overcast clouds,2021-10-10 23:21:14
384,Morgantown,39.6295,-79.9559,72.45,77,40,6.91,US,scattered clouds,2021-10-10 23:19:31
385,Piacabucu,-10.4056,-36.4344,76.15,80,81,10.36,BR,broken clouds,2021-10-10 23:21:15
386,Qandala,11.472,49.8728,84.43,72,49,2.66,SO,scattered clouds,2021-10-10 23:21:15
387,Huayucachi,-12.1333,-75.2333,61.05,58,58,6.67,PE,broken clouds,2021-10-10 23:21:15
388,Goundam,16.4145,-3.6708,90.86,9,4,8.23,ML,clear sky,2021-10-10 23:16:18
389,Adamovka,51.5223,59.9396,39.96,82,97,6.11,RU,overcast clouds,2021-10-10 23:21:16
390,Partapur,23.6,74.1667,77.95,72,7,3.89,IN,clear sky,2021-10-10 23:21:16
391,Carupano,10.6678,-63.2585,79.92,84,99,8.21,VE,overcast clouds,2021-10-10 23:21:16
392,Taylorville,39.5489,-89.2945,82.62,44,1,13.8,US,clear sky,2021-10-10 23:19:07
393,Jinchang,38.4953,102.1739,41.49,50,0,2.3,CN,clear sky,2021-10-10 23:16:22
394,Kabanjahe,3.1001,98.4908,61.56,95,100,4.74,ID,overcast clouds,2021-10-10 23:21:17
395,Grand Gaube,-20.0064,57.6608,72.37,92,99,4.0,MU,heavy intensity rain,2021-10-10 23:21:17
396,Coahuayana,18.7333,-103.6833,92.68,75,98,4.12,MX,overcast clouds,2021-10-10 23:13:45
397,Chiesanuova,43.9045,12.4214,53.56,78,75,5.01,SM,broken clouds,2021-10-10 23:21:18
398,Bathsheba,13.2167,-59.5167,83.01,78,75,18.41,BB,broken clouds,2021-10-10 23:14:42
399,Saint-Francois,46.4154,3.9054,41.68,98,90,0.0,FR,fog,2021-10-10 23:15:36
400,Kurchum,48.5722,83.6542,45.43,59,100,9.26,KZ,light rain,2021-10-10 23:21:18
401,Road Town,18.4167,-64.6167,82.44,78,40,14.97,VG,scattered clouds,2021-10-10 23:13:00
402,Dawlatabad,36.4141,64.9053,45.88,36,0,4.43,AF,clear sky,2021-10-10 23:21:18
403,Sao Joao Da Barra,-21.6403,-41.0511,68.34,90,100,18.79,BR,overcast clouds,2021-10-10 23:16:35
404,Laguna,38.421,-121.4238,83.05,29,1,1.01,US,clear sky,2021-10-10 23:13:53
405,Araouane,18.9048,-3.5265,89.02,10,100,5.75,ML,overcast clouds,2021-10-10 23:21:19
406,Tariba,7.8188,-72.2243,69.49,98,92,1.77,VE,overcast clouds,2021-10-10 23:21:19
407,Launceston,-41.45,147.1667,53.8,57,3,5.01,AU,clear sky,2021-10-10 23:21:20
408,Kulhudhuffushi,6.6221,73.07,82.83,78,98,19.8,MV,overcast clouds,2021-10-10 23:21:20
409,Imbituba,-28.24,-48.6703,67.89,80,95,11.48,BR,overcast clouds,2021-10-10 23:21:20
410,Ulaangom,49.9811,92.0667,31.71,60,77,3.49,MN,broken clouds,2021-10-10 23:21:21
411,Zhigalovo,54.8097,105.1578,32.02,85,52,3.89,RU,broken clouds,2021-10-10 23:21:21
412,Broken Hill,-31.95,141.4333,51.08,57,49,15.99,AU,scattered clouds,2021-10-10 23:15:34
413,Raymondville,26.4815,-97.7831,91.6,55,14,19.95,US,few clouds,2021-10-10 23:21:22
414,Senneterre,48.3835,-77.2328,59.22,96,100,8.21,CA,overcast clouds,2021-10-10 23:21:22
415,Katesh,-4.5167,35.3833,59.2,77,100,7.9,TZ,overcast clouds,2021-10-10 23:21:22
416,Belyy Yar,53.6039,91.3903,42.69,65,40,6.71,RU,light intensity shower rain,2021-10-10 23:21:22
417,Batagay,67.6333,134.6333,30.69,79,100,5.82,RU,overcast clouds,2021-10-10 23:12:27
418,Tuntum,-5.2581,-44.6489,80.46,66,82,3.78,BR,broken clouds,2021-10-10 23:21:23
419,Karachi,24.9056,67.0822,78.62,83,40,5.75,PK,smoke,2021-10-10 23:21:10
420,Coquimbo,-29.9533,-71.3436,58.73,72,0,9.22,CL,clear sky,2021-10-10 23:14:40
421,Chiredzi,-21.05,31.6667,62.91,70,100,9.75,ZW,overcast clouds,2021-10-10 23:21:23
422,Port Blair,11.6667,92.75,80.76,84,100,16.84,IN,overcast clouds,2021-10-10 23:10:53
423,Cam Ranh,11.9214,109.1591,76.96,94,40,0.0,VN,scattered clouds,2021-10-10 23:21:24
424,Kirakira,-10.4544,161.9205,81.45,77,91,3.65,SB,light rain,2021-10-10 23:21:24
425,Santander,43.4647,-3.8044,59.47,89,75,3.0,ES,broken clouds,2021-10-10 23:21:24
426,Tuensang,26.2833,94.8333,67.53,99,8,2.04,IN,clear sky,2021-10-10 23:21:25
427,Santa Catalina,9.3337,122.8637,80.26,89,100,14.63,PH,light rain,2021-10-10 23:21:25
428,Zhanakorgan,43.9098,67.2495,45.09,44,7,6.04,KZ,clear sky,2021-10-10 23:21:25
429,Hami,42.8,93.45,46.38,26,3,6.64,CN,clear sky,2021-10-10 23:21:26
430,Haimen,23.1935,116.6142,80.49,78,88,9.55,CN,light rain,2021-10-10 23:21:26
431,North Bend,43.4065,-124.2243,60.24,83,75,9.22,US,broken clouds,2021-10-10 23:15:38
432,Cedar Falls,42.5278,-92.4455,70.18,68,99,1.99,US,overcast clouds,2021-10-10 23:21:26
433,Lagoa,39.05,-27.9833,70.41,88,100,21.47,PT,overcast clouds,2021-10-10 23:14:11
434,Coruripe,-10.1256,-36.1756,76.1,79,97,11.27,BR,overcast clouds,2021-10-10 23:14:44
435,Oriximina,-1.7656,-55.8661,84.97,54,78,3.6,BR,broken clouds,2021-10-10 23:21:27
436,Touros,-5.1989,-35.4608,81.5,76,29,14.45,BR,scattered clouds,2021-10-10 23:13:52
437,Kaduy,59.2,37.15,41.14,83,30,6.49,RU,scattered clouds,2021-10-10 23:21:27
438,Malanje,-9.5402,16.341,71.2,63,69,6.55,AO,broken clouds,2021-10-10 23:21:27
439,Sabang,5.8933,95.3214,82.24,78,66,23.15,ID,broken clouds,2021-10-10 23:21:28
440,Alenquer,-1.9417,-54.7383,84.54,51,86,1.12,BR,overcast clouds,2021-10-10 23:21:28
441,Padang,-0.9492,100.3543,75.38,92,100,1.19,ID,light rain,2021-10-10 23:21:28
442,Akyab,20.15,92.9,80.22,88,100,4.18,MM,overcast clouds,2021-10-10 23:21:29
443,Rio Grande,-32.035,-52.0986,63.95,79,92,20.31,BR,overcast clouds,2021-10-10 23:21:29
444,Henties Bay,-22.116,14.2845,58.86,74,0,5.61,NA,clear sky,2021-10-10 23:21:29
445,Abbeville,50.1,1.8333,56.5,92,87,7.31,FR,overcast clouds,2021-10-10 23:21:29
446,Paita,-5.0892,-81.1144,65.55,86,32,16.89,PE,scattered clouds,2021-10-10 23:21:30
447,Bilma,18.6853,12.9164,83.48,10,31,7.05,NE,scattered clouds,2021-10-10 23:16:48
448,Sioux Lookout,50.1001,-91.917,61.18,94,90,6.91,CA,overcast clouds,2021-10-10 23:15:57
449,Killybegs,54.6333,-8.45,44.46,83,100,6.73,IE,overcast clouds,2021-10-10 23:21:30
450,Teeli,51.0333,90.2333,32.41,60,100,1.41,RU,overcast clouds,2021-10-10 23:21:31
451,Nalut,30.3333,10.85,67.71,61,0,18.41,LY,clear sky,2021-10-10 23:21:31
452,Sopur,34.3,74.4667,55.63,64,97,3.94,IN,overcast clouds,2021-10-10 23:21:31
453,Bashtanka,47.4072,32.4387,44.64,52,0,8.08,UA,clear sky,2021-10-10 23:21:32
454,Margate,51.3813,1.3862,54.7,86,65,10.0,GB,broken clouds,2021-10-10 23:16:33
455,Zomba,-15.386,35.3188,66.94,73,7,4.81,MW,clear sky,2021-10-10 23:21:32
456,Blacksburg,37.2296,-80.4139,67.05,93,40,0.0,US,scattered clouds,2021-10-10 23:21:24
457,Puqi,29.7167,113.8833,57.72,74,100,10.76,CN,overcast clouds,2021-10-10 23:21:32
458,Verkhnevilyuysk,63.4453,120.3167,31.35,88,99,12.26,RU,overcast clouds,2021-10-10 23:21:33
459,Ripky,51.801,31.0838,39.63,63,90,5.03,UA,overcast clouds,2021-10-10 23:21:33
460,Goba,7.0167,39.9833,50.9,91,100,2.42,ET,overcast clouds,2021-10-10 23:21:34
461,Chenghai,23.4632,116.768,80.51,74,0,8.95,CN,clear sky,2021-10-10 23:21:34
462,Phalodi,27.1333,72.3667,84.15,49,0,14.09,IN,clear sky,2021-10-10 23:21:34
463,Vestmannaeyjar,63.4427,-20.2734,42.85,71,44,13.2,IS,scattered clouds,2021-10-10 23:21:34
464,Sahuaripa,29.05,-109.2333,91.26,11,2,10.63,MX,clear sky,2021-10-10 23:16:25
465,Camana,-16.6228,-72.7111,63.07,88,77,7.74,PE,broken clouds,2021-10-10 23:21:35
466,Mussomeli,37.5778,13.7513,56.19,76,0,5.35,IT,clear sky,2021-10-10 23:21:35
467,Chachapoyas,-6.2317,-77.869,57.29,94,58,3.96,PE,light rain,2021-10-10 23:21:35
468,Komsomolskiy,40.4272,71.7189,44.02,69,15,1.3,UZ,few clouds,2021-10-10 23:14:46
469,Fort Nelson,58.8053,-122.7002,38.07,83,100,5.59,CA,light rain,2021-10-10 23:14:40
470,Nan,18.8333,100.6667,73.42,100,75,0.0,TH,moderate rain,2021-10-10 23:21:36
471,Conceicao Do Araguaia,-8.2578,-49.2647,86.81,44,100,3.74,BR,overcast clouds,2021-10-10 23:21:36
472,Kutum,14.2,24.6667,83.77,19,87,12.39,SD,overcast clouds,2021-10-10 23:14:11
473,Asilah,35.465,-6.0348,71.56,78,89,15.03,MA,overcast clouds,2021-10-10 23:21:36
474,Orchard Homes,46.8633,-114.0484,53.74,37,90,31.07,US,overcast clouds,2021-10-10 23:21:37
475,Manokwari,-0.8667,134.0833,81.97,70,97,2.48,ID,overcast clouds,2021-10-10 23:13:52
476,Moyo,3.6609,31.7247,65.73,95,81,3.47,UG,light rain,2021-10-10 23:21:37
477,Neiafu,-18.65,-173.9833,75.88,94,90,2.3,TO,overcast clouds,2021-10-10 23:21:38
478,Nouadhibou,20.931,-17.0347,67.98,88,0,12.66,MR,clear sky,2021-10-10 23:21:38
479,Estevan,49.1334,-102.9842,68.2,24,1,13.8,CA,clear sky,2021-10-10 23:21:38
480,Quthing,-30.4,27.7003,54.37,32,0,3.33,LS,clear sky,2021-10-10 23:21:38
481,Pauini,-7.7136,-66.9764,89.87,41,80,3.4,BR,broken clouds,2021-10-10 23:21:39
482,Cascais,38.6979,-9.4215,70.97,58,0,3.0,PT,clear sky,2021-10-10 23:21:39
483,Asfi,32.2994,-9.2372,68.23,92,81,6.89,MA,broken clouds,2021-10-10 23:17:01
484,Tiarei,-17.5333,-149.3333,86.02,75,56,9.71,PF,broken clouds,2021-10-10 23:21:39
485,Independence,39.0911,-94.4155,77.67,65,90,3.0,US,overcast clouds,2021-10-10 23:17:23
486,Jacareacanga,-6.2222,-57.7528,81.84,63,87,1.66,BR,overcast clouds,2021-10-10 23:14:34
487,Hobyo,5.3505,48.5268,78.37,89,44,17.36,SO,scattered clouds,2021-10-10 23:12:57
488,Safakulevo,54.9901,62.5442,30.78,57,73,3.2,RU,broken clouds,2021-10-10 23:21:40
489,Pendleton,45.6721,-118.7886,61.92,39,75,11.01,US,broken clouds,2021-10-10 23:21:40
490,Tadine,-21.55,167.8833,75.16,56,50,11.81,NC,scattered clouds,2021-10-10 23:21:41
491,Otradnyy,53.376,51.3452,46.24,62,99,3.94,RU,overcast clouds,2021-10-10 23:21:41
492,Kishi,9.0833,3.85,74.17,89,93,5.23,NG,overcast clouds,2021-10-10 23:21:41
493,Pinellas Park,27.8428,-82.6995,83.05,68,1,1.99,US,clear sky,2021-10-10 23:21:42
494,La Palma,33.8464,-118.0467,88.5,51,1,5.99,US,clear sky,2021-10-10 23:16:44
495,Poopo,-18.3667,-66.9667,59.77,25,1,4.7,BO,clear sky,2021-10-10 23:21:42
496,London,51.5085,-0.1257,53.35,83,55,2.3,GB,broken clouds,2021-10-10 23:17:15
497,Judenburg,47.1667,14.6667,41.34,87,96,4.32,AT,overcast clouds,2021-10-10 23:21:42
498,Vrangel,42.7297,133.0839,52.77,62,57,13.56,RU,broken clouds,2021-10-10 23:21:43
499,Cotoca,-17.8167,-63.05,87.66,62,40,9.22,BO,scattered clouds,2021-10-10 23:21:43
500,Bonavista,48.6499,-53.1147,43.12,77,57,26.26,CA,broken clouds,2021-10-10 23:12:28
501,Huixtla,15.15,-92.4667,85.68,89,94,3.8,MX,overcast clouds,2021-10-10 23:21:43
502,Wadi Maliz,36.4681,8.5495,64.85,67,24,5.68,TN,few clouds,2021-10-10 23:21:44
503,Hasaki,35.7333,140.8333,72.28,68,40,13.27,JP,scattered clouds,2021-10-10 23:15:01
504,Abu Samrah,35.3029,37.1841,70.54,33,37,4.29,SY,scattered clouds,2021-10-10 23:21:44
505,Huimilpan,20.372,-100.2774,76.1,56,49,1.72,MX,scattered clouds,2021-10-10 23:21:44
506,Qax,41.4225,46.9242,49.19,69,13,3.67,AZ,few clouds,2021-10-10 23:21:45
507,Zella-Mehlis,50.65,10.65,35.11,71,24,3.11,DE,few clouds,2021-10-10 23:21:45
508,Dalbandin,28.8947,64.4101,60.08,18,0,3.53,PK,clear sky,2021-10-10 23:20:45
509,Angoche,-16.2325,39.9086,75.06,88,7,2.59,MZ,clear sky,2021-10-10 23:21:45
510,Wajid,3.8093,43.2471,73.99,79,27,17.6,SO,scattered clouds,2021-10-10 23:21:46
511,Garowe,8.4054,48.4845,78.01,72,93,13.4,SO,light rain,2021-10-10 23:21:46
512,Prince Rupert,54.3161,-130.3201,47.89,91,90,6.91,CA,moderate rain,2021-10-10 23:21:01
513,Saint Anthony,45.0205,-93.218,65.25,66,90,5.01,US,overcast clouds,2021-10-10 23:21:46
514,Bijapur,16.8333,75.7,74.53,82,93,5.06,IN,overcast clouds,2021-10-10 23:21:47
515,Makinsk,52.6292,70.4169,26.85,80,85,7.16,KZ,overcast clouds,2021-10-10 23:21:47
516,Grand Island,40.925,-98.342,67.95,36,1,5.75,US,clear sky,2021-10-10 23:17:24
517,Ordzhonikidze,52.4411,61.7408,40.98,87,100,2.66,KZ,overcast clouds,2021-10-10 23:21:47
518,Ranong,9.9658,98.6348,76.93,88,99,15.5,TH,moderate rain,2021-10-10 23:21:48
519,Eyl,7.9803,49.8164,78.75,84,65,15.39,SO,broken clouds,2021-10-10 23:15:43
520,Tilichiki,60.4667,166.1,29.7,65,55,3.6,RU,broken clouds,2021-10-10 23:21:48
521,Pilar,-9.5972,-35.9567,75.13,85,100,6.35,BR,overcast clouds,2021-10-10 23:21:48
522,Burns Lake,54.2331,-125.7533,44.02,45,100,10.49,CA,overcast clouds,2021-10-10 23:21:49
523,Karratha,-20.7377,116.8463,75.52,32,6,13.35,AU,clear sky,2021-10-10 23:21:49
524,Port Lincoln,-34.7333,135.8667,54.77,53,5,12.73,AU,clear sky,2021-10-10 23:14:37
